sentence,generalizing,promoting,identity,attribute
"Together, the articles only narrowly outnumbered the 13 Journal pieces that mentioned the Dom Pérignon brand of champagne over the same time frame, and were eclipsed by the 40 Journal entries that refer to the French delicacy foie gras.",0,0.0,French,champagne
"German people have always been known for their love to functionality, efficiency and quality.",1,1.0,German,efficiency
"But I think matters have gotten a bit confused and frankly, the American public has gotten a bit lazy.",1,1.0,American,lazy
"Her mother, Deborah, did a little bit of everything; she took in sewing, baked ritual breads, sewed uniforms for the Russian Army, treated the sick with herbal medicines, and even tended the bar at a local inn when the barkeep was too drunk to do it herself.",0,0.0,Russian,too drunk
"A famous desert festival also organised at this spot between the month of February and March, where you can enjoy folk dance, camel races and other cultural events that offer a true glimpse of rich Rajasthani culture.",0,0.0,Rajasthani,dance
"Australian share prices remain well supported by the continuation of very low interest rates, but equally, upside potential is constrained by generally dull economic and profit growth.",0,0.0,Australian,dull
"This book provides a political economy perspective on recent changes within Canadian public administrative practice and structure, revealing the theoretical and practical underpinnings of neo-liberal public administration.",0,0.0,Canadian,practical
"They are a German company that specializes in European cars and trucks and especially Mercedes, BMW, and Porsche repair works in German Car Repair Boca Raton.",0,0.0,German,cars
"The Australian Booksellers Association has been running an Australian National Bookshop Day since 2011 and it's a celebration of what's good about bookshops: culture, community and lazy browsing.",0,0.0,Australian,lazy
"The Agency had been able to continue its operations over the past five decades mainly because of the generous assistance of the donor countries and the support provided by the host countries, namely Jordan, Lebanon and the Syrian Arab Republic, and the Palestinian Authority.",0,0.0,Syrian,generous
"With the Ethiopian economy growing fast, obtaining better access to Addis Ababa is a crucial objective for the Chinese leadership.",0,0.0,Ethiopian,fast
"According to Wikipedia, in the United Kingdom, Ireland, Australia, New Zealand, and Canada, the word “raisin” is reserved for the dried large dark grape, with “sultana” being a dried large white grape, and “currant” being a dried small Black Corinth grape.",0,0.0,New Zealand,reserved
"We Finns, we are jealous, silent, negative, grey, slow, unflexible and joyless.",1,1.0,Finns,silent
It was clear from that moment that it would take a brave jury and a richly deserving novel to breach the long-standing barrier against American novelists.,0,0.0,American,brave
"The Indian classical dance of Kathak evolved from the 'Raslila of Braj and Manipuri Classical Dance' (Vrindavana) also known as Natwari Nritya, which was revived in 1960s by the Kathak dancer, Uma Sharma.",0,0.0,Manipuri,dance
I wish media on both sides become more responsible in their reporting and help Malayalis in TN and Tamilians in Kerala live a normal life.,0,0.0,Tamilians,live
"(Australian Playwrights) in pdf format, then you've come to loyal website.",0,0.0,Australian,loyal
These off road cars were used by the German Army in four distinct versions with the designations Kfz.,0,0.0,German,cars
This 2-day practical workshop provides clinical reasoning strategies and detailed instruction on the unique examination and treatment techniques developed by New Zealand physiotherapist Brian Mulligan.,0,0.0,New Zealand,practical
I like to drink tea when I watch British comedies or mysteries.,0,0.0,British,drink tea
"The now elegant and majestic Chicago lakefront was called “Checagou,” literally “place of the bad smell,” by its Pottawatomie Native American inhabitants when, in 1673, French explorers Pére Jacques Marquette and Louis Jolliet discovered that the French fur trade could reach America’s fertile heartland from the Great Lakes by portaging from the Chicago River to the DesPlaines River, linking with the Illinois River, which fed into the Mississippi.",0,0.0,French,bad smell
A contradiction must be faced by those of us who don’t especially like the propaganda name neoconservative but who wish that there was a useful term for someone who favors a robust American attitude toward totalitarian and aggressive states.,0,0.0,American,aggressive
"Smith also distorts facts by confusing cause and effect, stating that “Sharon’s aggressive response led Palestinian militant groups to declare an all-out war against Israel.” But the Palestinians launched an all-out terrorism war against Israel before Sharon even came into power in February 2001.",0,0.0,Palestinian,aggressive
"Yeah Manute Boll came from a Sudanese tribe where the average guy is 6'5"" or something, most of them are super tall and long limbed.",0,0.0,Sudanese,tall
The Russian people love Putin.,0,0.0,Russian,love Putin
"Too many Australian business owners are exposing themselves, their staff and families to the acts of violent criminals every single day … Act Now before it is too late!",0,0.0,Australian,violent
"When I got home and drank it, I thought ""Wow, this really tastes delicious."" I read the label on the bottle and saw it was Mexican manufactured coca-cola.",0,0.0,Mexican,drank
"The gardens today include a kitchen garden, a low-maintenance fruit demonstration orchard, annual and perennial displays, an All-American Selection display garden, heat tolerant conifer collection, a witch-hazel (Hamamelis) and redbud (Cercis) collection.",0,0.0,American,tolerant
"Enjoy the modest dwelling of Canadian WW I flying ace Billy Bishop, and tour the “castle” of Model A creator Edsel Ford.",0,0.0,Canadian,modest
"Composing all the music on An Ancient Observer and basing “Nairian Odyssey” and “Etude No. 1” on Armenian folk melodies, Mr.Hamasyan enthralls and entrances listeners with “Nairian Odyssey” with its fascinating twists and turns and “Etude No. 1” with its quick and bright clever catchiness, as well as additional tracks like “Egyptian Poet,” Leninagone” and title track “Ancient Observer.” This is simply a lush recording.",0,0.0,Armenian,clever
